,record_id,DOI,data_source,Compounds(M1-M2-N),Original_Compounds,Current_density(mA/g),Limited_specific_capacity(mAh/g),Current_density(mA/g).1,Limited_specific_capacity(mAh/g).1,Overpotential(V),Atomic_Weight_of_M1,Atomic_Weight_of_M2,Atomic_Weight_of_N,Covalent_Radius_of_M1,Covalent_Radius_of_M2,Covalent_Radius_of_N,VanDer_Waals_Radius_of_M1,VanDer_Waals_Radius_of_M2,VanDer_Waals_Radius_of_N,Atomic_Volume_of_M1,Atomic_Volume_of_M2,Atomic_Volume_of_N,Electron_Affinity_of_M1,Electron_Affinity_of_M2,Electron_Affinity_of_N,d-electron_number_of_M1,d-electron_number_of_M2,p-electron_number_of_N,Difference_in_the_d-electron_number_of_M1_and_M2,Average_d-electron_number_of_M1_and_M2,Number_of_valence_electrons_of_M1,Number_of_valence_electrons_of_M2,Number_of_valence_electrons_of_N,Difference_in_the_valence-electron_number_of_M1_and_M2,Average_valence-electron_number_of_M1_and_M2,First_ionization_energy_of_M1,First_ionization_energy_of_M2,First_ionization_energy_of_N,Difference_in_the_First_ionization_energy_of_metals,Electrical_Conductivity_of_M1,Electrical_Conductivity_of_M2,Thermal_Conductivity_of_M1,Thermal_Conductivity_of_M2,Pauling_electronegativity_of_M1,Pauling_electronegativity_of_M2,Pauling_electronegativity_of_N,Difference_in_the_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_N,Average_electronegativity_of_M2_and_N,Average_electronegativity_of_active_site_(M1-M2-N),Correction_of_d_electron_number_of_M1_with_electronegativity_of_M2,Correction_of_d_electron_number_of_M1_with_electronegativity_of_N,Correction_of_d_electron_number_of_M1_with_average_Electronegativity_of_M2_and_N,Correction_of_d_electron_number_of_M1_with_sum_atomic_radius_of_M1_and_M2,d-band_center_of_M1,d-band_center_of_M2,Cycling_performance,M1,M2,Pred_Overpotential,Category
182,R0077,https://doi.org/10.1002/admi.202102110,252,Ni-**-N,Ni@NC,500.0,1000.0,500.0,1000.0,1.04,58.693,none,14.007,115,none,75,163,none,155,6.59,none,17.3,112,none,-7,8,none,3,none,none,10,none,5,none,none,737.1,none,1402.3,none,14400000,none,91.4,none,1.91,none,3.04,none,none,2.475,none,none,none,24.32,none,none,-1.4,none,81,Ni,**,1.0751680165945143,Ni
183,R0085,https://doi.org/10.1021/jacs.2c11676,287,Ni-**-N,Ni-HTP,500.0,1000.0,200.0,1000.0,1.05,58.693,none,14.007,115,none,75,163,none,155,6.59,none,17.3,112,none,-7,8,none,3,none,none,10,none,5,none,none,737.1,none,1402.3,none,14400000,none,91.4,none,1.91,none,3.04,none,none,2.475,none,none,none,24.32,none,none,-1.4,none,150,Ni,**,1.0751680165945143,Ni
184,R0090,https://doi.org/10.1016/j.cej.2022.139524,295,Ni-**-O,Ni-MOF,100.0,1000.0,100.0,1500.0,1.22,58.693,none,15.999,115,none,73,163,none,152,6.59,none,14,112,none,141,8,none,4,none,none,10,none,6,none,none,737.1,none,1313.9,none,14400000,none,91.4,none,1.91,none,3.44,none,none,2.675,none,none,none,27.52,none,none,-1.4,none,201,Ni,**,1.180037595654345,Ni
185,R0093,https://doi.org/10.1016/j.jallcom.2022.163703,301,Se-Ni-O,NiSe2@NiO,500.0,1000.0,500.0,1000.0,1.09,78.971,58.693,15.999,116,115,73,190,163,152,16.4,6.59,14,195,112,141,10,8,4,2,9,6,10,6,-4,8,941,737.1,1313.9,203.9,1.00E-06,14400000,0.519,91.4,2.55,1.91,3.44,0.64,2.23,2.995,2.675,2.633333333,19.1,34.4,26.75,2310,none,-1.4,90,Se,Ni,1.0320011026870588,Ni
186,R0108,https://doi.org/10.1016/j.cej.2022.138462,322,Ni-**-O,P-E-GF(NiOx),333.0,1000.0,333.0,1000.0,1.17,58.693,none,15.999,115,none,73,163,none,152,6.59,none,14,112,none,141,8,none,4,none,none,10,none,6,none,none,737.1,none,1313.9,none,14400000,none,91.4,none,1.91,none,3.44,none,none,2.675,none,none,none,27.52,none,none,-1.4,none,400,Ni,**,1.180037595654345,Ni
187,R0112,https://doi.org/10.1021/acsnano.3c05782,342,Ni-Fe-O,NiFe(OH)x,1000.0,1000.0,500.0,500.0,1.12,58.693,55.845,15.999,115,115,73,163,194,152,6.59,7.11,14,112,15,141,8,6,4,2,7,10,8,6,2,9,737.1,762.5,1313.9,-25.4,14400000,10000000,91.4,80.4,1.91,1.83,3.44,0.08,1.87,2.675,2.635,2.393333333,14.64,27.52,21.08,1840,-1.4,-1.45,275,Ni,Fe,1.13645103246753,Ni
188,R0115,https://doi.org/10.1016/j.ensm.2022.05.029,352,Ni-**-O,CNT@ Ni(OH)2,500.0,500.0,500.0,500.0,1.14,58.693,none,15.999,115,none,73,163,none,152,6.59,none,14,112,none,141,8,none,4,none,none,10,none,6,none,none,737.1,none,1313.9,none,14400000,none,91.4,none,1.91,none,3.44,none,none,2.675,none,none,none,27.52,none,none,-1.4,none,300,Ni,**,1.180037595654345,Ni
189,R0118,https://doi.org/10.1002/smll.202106707,361,Ni-**-P,Ni2P,500.0,1000.0,800.0,1000.0,1.42,58.693,none,30.974,115,none,107,163,none,180,6.59,none,17,112,none,72,8,none,3,none,none,10,none,5,none,none,737.1,none,1011.8,none,14400000,none,91.4,none,1.91,none,2.19,none,none,2.05,none,none,none,17.52,none,none,-1.4,none,190,Ni,**,1.3902536222078548,Ni
190,R0121,https://doi.org/10.1002/aenm.202204057,375,Ni-**-S,NiS2,500.0,1000.0,500.0,1000.0,1.4,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,148,Ni,**,1.425163486249043,Ni
191,R0128,https://doi.org/10.1002/smll.202512953,389,La-Ni-O,La0.7EDTA,100.0,500.0,100.0,500.0,1.25,138.91,58.693,15.999,169,115,73,240,163,152,22.6,6.59,14,48,112,141,1,8,4,-7,4.5,3,10,6,-7,6.5,538.1,737.1,1313.9,-199,1340000,14400000,13.4,91.4,1.1,1.91,3.44,-0.81,1.505,2.27,2.675,2.15,1.91,3.44,2.675,284,none,-1.4,121,La,Ni,1.3107197085137094,Ni
192,R0132,https://doi.org/10.1016/j.electacta.2025.147671,403,Ni-Fe-O,NiFe-LDH/Ni?.?Fe?.?O?,500.0,500.0,500.0,500.0,1.15,58.693,55.845,15.999,115,115,73,163,194,152,6.59,7.11,14,112,15,141,8,6,4,2,7,10,8,6,2,9,737.1,762.5,1313.9,-25.4,14400000,10000000,91.4,80.4,1.91,1.83,3.44,0.08,1.87,2.675,2.635,2.393333333,14.64,27.52,21.08,1840,-1.4,-1.45,195,Ni,Fe,1.13645103246753,Ni
193,R0164,https://doi.org/10.1016/j.esci.2024.100310,477,Ni-**-N,Ni2-N/rGO,200.0,500.0,200.0,500.0,1.08,58.693,none,14.007,115,none,75,163,none,155,6.59,none,17.3,112,none,-7,8,none,3,none,none,10,none,5,none,none,737.1,none,1402.3,none,14400000,none,91.4,none,1.91,none,3.04,none,none,2.475,none,none,none,24.32,none,none,-1.4,none,225,Ni,**,1.0751680165945143,Ni
194,R0165,https://doi.org/10.1016/j.esci.2024.100310,477,Ni-**-N,Ni2-N/rGO,500.0,500.0,500.0,500.0,1.1,58.693,none,14.007,115,none,75,163,none,155,6.59,none,17.3,112,none,-7,8,none,3,none,none,10,none,5,none,none,737.1,none,1402.3,none,14400000,none,91.4,none,1.91,none,3.04,none,none,2.475,none,none,none,24.32,none,none,-1.4,none,300,Ni,**,1.0751680165945143,Ni
195,R0182,https://doi.org/10.1016/j.jcis.2024.06.137,522,Mo-Ni-S,NiS/MoS2,200.0,500.0,200.0,500.0,1.25,95.95,58.693,32.06,139,115,102,209,163,180,9.38,6.59,15.5,72,112,200.4,5,8,4,-3,6.5,6,10,6,-4,8,684.3,737.1,999.6,-52.8,18700000,14400000,138,91.4,2.16,1.91,2.58,0.25,2.035,2.37,2.245,2.216666667,9.55,12.9,11.225,1270,-1.6,-1.4,163,Mo,Ni,1.2509249617882119,Ni
196,R0183,https://doi.org/10.1016/j.jcis.2024.06.137,522,Ni-**-S,NiS,200.0,500.0,200.0,500.0,1.4,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,107,Ni,**,1.425163486249043,Ni
197,R0184,https://doi.org/10.1016/j.jcis.2024.06.137,522,Ni-**-S,NiS,400.0,500.0,400.0,500.0,1.45,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,86,Ni,**,1.425163486249043,Ni
198,R0194,https://doi.org/10.1002/smtd.202301728,545,Cr-Ni-O,MMONF-11%,100.0,250.0,50.0,250.0,1.22,51.996,58.693,15.999,135,115,73,189,163,152,7.23,6.59,14,64.3,112,141,5,8,4,-3,6.5,6,10,6,-4,8,652.9,737.1,1313.9,-84.2,7670000,14400000,93.7,91.4,1.66,1.91,3.44,-0.25,1.785,2.55,2.675,2.336666667,9.55,17.2,13.375,1250,-1.7,-1.4,125,Cr,Ni,1.2716588268398283,Ni
199,R0195,https://doi.org/10.1002/smtd.202301728,545,Cr-Ni-O,MMONF-50%,100.0,250.0,50.0,250.0,1.32,51.996,58.693,15.999,135,115,73,189,163,152,7.23,6.59,14,64.3,112,141,5,8,4,-3,6.5,6,10,6,-4,8,652.9,737.1,1313.9,-84.2,7670000,14400000,93.7,91.4,1.66,1.91,3.44,-0.25,1.785,2.55,2.675,2.336666667,9.55,17.2,13.375,1250,-1.7,-1.4,100,Cr,Ni,1.2716588268398283,Ni
